pdb_file	smiles	diffdock_confidence	smina_scored_affinity	smina_minimized_affinity	sdf_file
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.05	39.21241	-4.61281	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank13_confidence-2.05.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.36	35.42434	-8.26617	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank4_confidence-1.36.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.4	24.72032	-5.81071	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank21_confidence-2.40.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-3.0	55.02987	-4.93887	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank34_confidence-3.00.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.12	11.82727	-5.79794	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank14_confidence-2.12.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.18	31.75858	-3.39911	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank16_confidence-2.18.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.46	10.13901	-5.6503	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank6_confidence-1.46.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.51	12.25824	-2.49169	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank23_confidence-2.51.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.63	8.97786	-2.6952	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank9_confidence-1.63.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.42	13.02132	-3.6263	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank22_confidence-2.42.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.6	3.9276	-4.46606	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank8_confidence-1.60.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.62	40.54222	-5.90391	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank30_confidence-2.62.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.37	46.0368	-3.32901	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank20_confidence-2.37.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.37	16.35115	-8.60893	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank5_confidence-1.37.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-3.14	49.17884	-3.6542	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank36_confidence-3.14.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.54	36.8595	-8.33489	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank26_confidence-2.54.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.61	29.81479	-4.23762	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank29_confidence-2.61.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-4.45	22.74314	-8.89866	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank40_confidence-4.45.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.8	2.97483	-5.05704	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank11_confidence-1.80.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.15	20.75884	-3.75647	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank15_confidence-2.15.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-0.52	17.85726	-8.34486	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank1_confidence-0.52.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.29	31.0469	-7.93701	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank2_confidence-1.29.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.77	22.71808	-3.16165	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank33_confidence-2.77.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.53	48.23707	-5.48997	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank24_confidence-2.53.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-3.31	53.39838	-8.49851	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank38_confidence-3.31.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.49	10.80036	-8.11142	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank7_confidence-1.49.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.66	13.19709	-6.47805	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank31_confidence-2.66.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-1.3	20.41113	-7.72738	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank3_confidence-1.30.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.7	33.45081	-5.18604	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank32_confidence-2.70.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.33	58.33658	-3.8874	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank19_confidence-2.33.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.21	22.39371	-4.99349	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank17_confidence-2.21.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-3.27	64.54721	-5.68243	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank37_confidence-3.27.sdf
6ej2.pdb	C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2	-2.59	54.1849	-5.75014	./index26_-tmp-pdb-6ej2.pdb____C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2=NN=C(CC(C)(C)C)S2/rank27_confidence-2.59.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.82	20.54408	-8.45838	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank20_confidence-1.82.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.48	20.9957	-6.48467	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank10_confidence-1.48.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.9	-2.16323	-8.75697	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank21_confidence-1.90.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.0	2.60855	-8.32438	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank22_confidence-2.00.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-3.33	16.38549	-7.47939	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank39_confidence-3.33.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.23	10.93592	-4.86949	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank4_confidence-1.23.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-3.17	98.64186	-7.46731	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank37_confidence-3.17.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.15	39.90626	11.7308	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank27_confidence-2.15.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.45	16.17439	-8.96759	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank9_confidence-1.45.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.78	16.70846	-2.15606	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank19_confidence-1.78.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.23	13.54719	-8.99417	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank5_confidence-1.23.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.4	30.46145	-7.80188	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank28_confidence-2.40.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-3.23	39.60877	-8.63669	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank38_confidence-3.23.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-3.37	102.70433	34.57395	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank40_confidence-3.37.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.02	14.45854	-3.48372	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank24_confidence-2.02.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.93	6.64041	-6.5575	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank36_confidence-2.93.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.61	18.13503	-7.71435	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank32_confidence-2.61.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.17	10.33415	-7.25162	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank3_confidence-1.17.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.62	8.00227	-5.26157	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank12_confidence-1.62.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.56	4.55251	-8.33694	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank29_confidence-2.56.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.65	1.64964	-8.22743	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank35_confidence-2.65.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.68	-1.06648	-7.88091	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank17_confidence-1.68.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.65	26.43015	-8.86449	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank14_confidence-1.65.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.63	12.25732	-7.26534	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank33_confidence-2.63.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.05	1.91171	-6.53339	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank1_confidence-1.05.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.65	25.35305	-8.99823	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank34_confidence-2.65.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.29	17.32318	-6.77391	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank7_confidence-1.29.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.12	7.1675	-9.01307	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank26_confidence-2.12.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-2.11	3.45525	-7.83113	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank25_confidence-2.11.sdf
6ej2.pdb	C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3	-1.67	24.52787	-8.2295	./index87_-tmp-pdb-6ej2.pdb____C[C@@H]1CC(=O)NCCCCOc3cc(C[C@H](NC1=O)[C@H](O)CNCc2cc(ccc2)C(C)(C)C)ccc3/rank16_confidence-1.67.sdf
